"","ID","word","nugget","argument","Attack"
"26349",2478,"to","I-PatchVulnerability","O","PatchVulnerability"
"26350",2478,"apply","I-PatchVulnerability","O","PatchVulnerability"
"26351",2478,"the","O","B-Patch","PatchVulnerability"
"26352",2478,"patch","O","I-Patch","PatchVulnerability"
"26353",2478,"SAP","O","B-Software","PatchVulnerability"
"26354",2478,"GUI","O","I-Software","PatchVulnerability"
"26355",2478,"a","O","B-Organization","PatchVulnerability"
"26356",2478,"company","O","I-Organization","PatchVulnerability"
"26357",2478,"said","B-DiscoverVulnerability","O","DiscoverVulnerability"
"26358",2478,"Vahagn","O","B-Person","DiscoverVulnerability"
"26359",2478,"Vardanyan","O","I-Person","DiscoverVulnerability"
"26360",3109,"The","O","B-Vulnerability","DiscoverVulnerability"
"26361",3109,"vulnerability","O","I-Vulnerability","DiscoverVulnerability"
"26362",3109,"was","B-PatchVulnerability","O","PatchVulnerability"
"26363",3109,"patched","I-PatchVulnerability","O","PatchVulnerability"
"26364",3109,"SAP","O","B-Organization","PatchVulnerability"
"26365",3109,"a","O","B-Patch","PatchVulnerability"
"26366",3109,"fix","O","I-Patch","PatchVulnerability"
"26367",3109,"March","O","B-Time","PatchVulnerability"
"26368",3109,"Security","O","B-Patch","PatchVulnerability"
"26369",3109,"Note","O","I-Patch","PatchVulnerability"
"26370",3109,"2407616","O","B-Version","PatchVulnerability"
"26371",3610,"a","O","B-Vulnerability","PatchVulnerability"
"26372",3610,"SAP","O","I-Vulnerability","PatchVulnerability"
"26373",3610,"GUI","O","I-Vulnerability","PatchVulnerability"
"26374",3610,"vulnerability","O","I-Vulnerability","PatchVulnerability"
"26375",3610,"was","B-PatchVulnerability","O","PatchVulnerability"
"26376",3610,"fixed","I-PatchVulnerability","O","PatchVulnerability"
"26377",3610,"the","O","B-Time","PatchVulnerability"
"26378",3610,"March","O","I-Time","PatchVulnerability"
"26379",3610,"Patch","O","I-Time","PatchVulnerability"
"26380",3610,"Day","O","I-Time","PatchVulnerability"
"26381",4723,"vulnerability","O","B-Vulnerability","PatchVulnerability"
"26382",4723,"being","B-DiscoverVulnerability","O","DiscoverVulnerability"
"26383",4723,"exploited","I-DiscoverVulnerability","O","DiscoverVulnerability"
"26384",4723,"patch","B-PatchVulnerability","O","PatchVulnerability"
"26385",4723,"infrastructure","O","B-System","PatchVulnerability"
"26386",5255,"apply","B-PatchVulnerability","O","PatchVulnerability"
"26387",5255,"the","O","B-Patch","PatchVulnerability"
"26388",5255,"SAP","O","I-Patch","PatchVulnerability"
"26389",5255,"GUI","O","I-Patch","PatchVulnerability"
"26390",5255,"patch","O","I-Patch","PatchVulnerability"
"26391",5255,"released","B-PatchVulnerability","O","PatchVulnerability"
"26392",5255,"update","O","B-Patch","PatchVulnerability"
"26393",5255,"tools","O","I-Patch","PatchVulnerability"
"26394",13,"Hancock","O","B-Organization","PatchVulnerability"
"26395",13,"Health","O","I-Organization","PatchVulnerability"
"26396",13,"paid","B-Ransom","O","Ransom"
"26397",13,"$","O","B-Money","Ransom"
"26398",13,"ransom","B-Ransom","O","Ransom"
"26399",13,"hackers","O","B-Person","Ransom"
"26400",13,"its","O","B-System","Ransom"
"26401",13,"computer","O","I-System","Ransom"
"26402",13,"systems","O","I-System","Ransom"
"26403",871,"health","O","B-System","Ransom"
"26404",871,"network","O","I-System","Ransom"
"26405",871,"had","B-Ransom","O","Ransom"
"26406",871,"been","I-Ransom","O","Ransom"
"26407",871,"held","I-Ransom","O","Ransom"
"26408",871,"hostage","I-Ransom","O","Ransom"
"26409",871,"late","O","B-Time","Ransom"
"26410",871,"Thursday","O","I-Time","Ransom"
"26411",871,"ransomware","O","B-Capabilities","Ransom"
"26412",871,"locked","O","I-Capabilities","Ransom"
"26413",871,"files","O","I-Capabilities","Ransom"
"26414",2169,"They","O","B-Person","Ransom"
"26415",2169,"the","O","B-Organization","Ransom"
"26416",2169,"hospital","O","I-Organization","Ransom"
"26417",2169,"seven","O","B-Time","Ransom"
"26418",2169,"days","O","I-Time","Ransom"
"26419",2169,"pay","B-Ransom","O","Ransom"
"26420",2169,"permanently","O","B-Capabilities","Ransom"
"26421",2169,"encrypted","O","I-Capabilities","Ransom"
"26422",2833,"personal","O","B-PII","Ransom"
"26423",2833,"patient","O","I-PII","Ransom"
"26424",2833,"information","O","I-PII","Ransom"
"26425",2833,"was","B-Databreach","O","Databreach"
"26426",2833,"taken","I-Databreach","O","Databreach"
"26427",2833,"the","O","B-Person","Databreach"
"26428",2833,"hackers","O","I-Person","Databreach"
"26429",3892,"business","O","B-Organization","Databreach"
"26430",3892,"paying","B-Ransom","O","Ransom"
"26431",3892,"a","I-Ransom","O","Ransom"
"26432",3892,"small","I-Ransom","O","Ransom"
"26433",3892,"ransom","I-Ransom","O","Ransom"
"26434",4499,"The","O","B-Person","Ransom"
"26435",4499,"hacker","O","I-Person","Ransom"
"26436",4499,"asked","B-Ransom","O","Ransom"
"26437",4499,"for","I-Ransom","O","Ransom"
"26438",4499,"four","O","B-Money","Ransom"
"26439",4499,"bitcoins","O","I-Money","Ransom"
"26440",4499,"make","O","B-Capabilities","Ransom"
"26441",4499,"anonymous","O","I-Capabilities","Ransom"
"26442",4499,"transactions","O","I-Capabilities","Ransom"
"26443",2696,"a","O","B-Person","Ransom"
"26444",2696,"victim","O","I-Person","Ransom"
"26445",2696,"has","O","B-Purpose","Ransom"
"26446",2696,"been","O","I-Purpose","Ransom"
"26447",2696,"infected","O","I-Purpose","Ransom"
"26448",2696,"with","O","I-Purpose","Ransom"
"26449",2696,"Satan","O","I-Purpose","Ransom"
"26450",2696,"via","O","B-Capabilities","Ransom"
"26451",2696,"either","O","I-Capabilities","Ransom"
"26452",2696,"malicious","O","I-Capabilities","Ransom"
"26453",2696,"links","O","I-Capabilities","Ransom"
"26454",2696,"phishing","B-Phishing","O","Phishing"
"26455",2696,"campaigns","I-Phishing","O","Phishing"
"26456",2696,"the","O","B-Capabilities","Phishing"
"26457",2696,"victim","O","I-Capabilities","Phishing"
"26458",2696,"'s","O","I-Capabilities","Phishing"
"26459",2696,"files","O","I-Capabilities","Phishing"
"26460",2696,"are","O","I-Capabilities","Phishing"
"26461",2696,"the","O","B-Person","Phishing"
"26462",2696,"attackers","O","I-Person","Phishing"
"26463",2696,"instruct","B-Ransom","O","Ransom"
"26464",2696,"the","O","B-Person","Ransom"
"26465",2696,"victims","O","I-Person","Ransom"
"26466",2696,"ransom","B-Ransom","O","Ransom"
"26467",2696,"demands","I-Ransom","O","Ransom"
"26468",3770,"victims","O","B-Person","Ransom"
"26469",3770,"paying","B-Ransom","O","Ransom"
"26470",3770,"up","I-Ransom","O","Ransom"
"26471",3770,"the","I-Ransom","O","Ransom"
"26472",3770,"demanded","I-Ransom","O","Ransom"
"26473",3770,"ransom","I-Ransom","O","Ransom"
"26474",4396,"Satan","O","B-Malware","Ransom"
"26475",4396,"ransom","O","B-File","Ransom"
"26476",4396,"note","O","I-File","Ransom"
"26477",4396,"instructs","B-Ransom","O","Ransom"
"26478",4396,"victims","O","B-Person","Ransom"
"26479",4396,"an","O","B-PaymentMethod","Ransom"
"26480",4396,".","O","I-PaymentMethod","Ransom"
"26481",4868,"onion","O","I-PaymentMethod","Ransom"
"26482",457,"Microsoft","O","B-Organization","Ransom"
"26483",457,"says","B-DiscoverVulnerability","O","DiscoverVulnerability"
"26484",457,"it","O","B-Organization","DiscoverVulnerability"
"26485",457,"had","B-PatchVulnerability","O","PatchVulnerability"
"26486",457,"already","I-PatchVulnerability","O","PatchVulnerability"
"26487",457,"fixed","I-PatchVulnerability","O","PatchVulnerability"
"26488",457,"software","O","B-Vulnerability","PatchVulnerability"
"26489",457,"flaws","O","I-Vulnerability","PatchVulnerability"
"26490",2591,"the","O","B-Organization","PatchVulnerability"
"26491",2591,"firm","O","I-Organization","PatchVulnerability"
"26492",2591,"addressed","B-PatchVulnerability","O","PatchVulnerability"
"26493",2591,"the","O","B-Vulnerability","PatchVulnerability"
"26494",2591,"problem","O","I-Vulnerability","PatchVulnerability"
"26495",2591,"March","O","B-Time","PatchVulnerability"
"26496",3650,"the","O","B-Vulnerability","PatchVulnerability"
"26497",3650,"exploits","O","I-Vulnerability","PatchVulnerability"
"26498",3650,"are","B-PatchVulnerability","O","PatchVulnerability"
"26499",3650,"already","I-PatchVulnerability","O","PatchVulnerability"
"26500",3650,"patched","I-PatchVulnerability","O","PatchVulnerability"
"26501",6080,"Whisteblower","O","B-Person","PatchVulnerability"
"26502",6080,"Edward","O","I-Person","PatchVulnerability"
"26503",6080,"Snowden","O","I-Person","PatchVulnerability"
"26504",6080,"had","B-Databreach","O","Databreach"
"26505",6080,"previously","I-Databreach","O","Databreach"
"26506",6080,"leaked","I-Databreach","O","Databreach"
"26507",6080,"documents","O","B-Data","Databreach"
"26508",6080,"2013","O","B-Time","Databreach"
"26509",499,"Positive","O","B-Organization","Databreach"
"26510",499,"Technologies","O","I-Organization","Databreach"
"26511",499,"has","B-DiscoverVulnerability","O","DiscoverVulnerability"
"26512",499,"detected","I-DiscoverVulnerability","O","DiscoverVulnerability"
"26513",499,"vulnerabilities","O","B-Vulnerability","DiscoverVulnerability"
"26514",499,"SAP","O","B-Software","DiscoverVulnerability"
"26515",499,"Enterprise","O","I-Software","DiscoverVulnerability"
"26516",499,"Portal","O","I-Software","DiscoverVulnerability"
"26517",499,"Navigation","O","I-Software","DiscoverVulnerability"
"26518",499,"SAP","O","B-Software","DiscoverVulnerability"
"26519",499,"NetWeaver","O","I-Software","DiscoverVulnerability"
"26520",499,"Log","O","I-Software","DiscoverVulnerability"
"26521",499,"Viewer","O","I-Software","DiscoverVulnerability"
"26522",499,"SAP","O","B-Software","DiscoverVulnerability"
"26523",499,"Enterprise","O","I-Software","DiscoverVulnerability"
"26524",499,"Portal","O","I-Software","DiscoverVulnerability"
"26525",499,"Theme","O","I-Software","DiscoverVulnerability"
"26526",499,"Editor","O","I-Software","DiscoverVulnerability"
"26527",499,"the","O","B-System","DiscoverVulnerability"
"26528",499,"SAP","O","I-System","DiscoverVulnerability"
"26529",499,"NetWeaver","O","I-System","DiscoverVulnerability"
"26530",499,"platform","O","I-System","DiscoverVulnerability"
"26531",1263,"exploiting","O","B-Capabilities","DiscoverVulnerability"
"26532",1263,"these","O","I-Capabilities","DiscoverVulnerability"
"26533",1263,"security","O","I-Capabilities","DiscoverVulnerability"
"26534",1263,"flaws","O","I-Capabilities","DiscoverVulnerability"
"26535",1263,"attackers","O","B-Person","DiscoverVulnerability"
"26536",1263,"can","B-Databreach","O","Databreach"
"26537",1263,"intercept","I-Databreach","O","Databreach"
"26538",1263,"login","O","B-PII","Databreach"
"26539",1263,"credentials","O","I-PII","Databreach"
"26540",1263,"register","O","B-Data","Databreach"
"26541",1263,"keystrokes","O","I-Data","Databreach"
"26542",1263,"spoof","O","B-Purpose","Databreach"
"26543",1263,"data","O","I-Purpose","Databreach"
"26544",1263,"perform","O","B-Purpose","Databreach"
"26545",1263,"other","O","I-Purpose","Databreach"
"26546",1263,"illegal","O","I-Purpose","Databreach"
"26547",1263,"activities","O","I-Purpose","Databreach"
"26548",1263,"a","O","B-Purpose","Databreach"
"26549",1263,"system","O","I-Purpose","Databreach"
"26550",1263,"compromise","O","I-Purpose","Databreach"
"26551",1929,"Four","O","B-Vulnerability","Databreach"
"26552",1929,"Cross-Site","O","I-Vulnerability","Databreach"
"26553",1929,"Scripting","O","I-Vulnerability","Databreach"
"26554",1929,"(","O","I-Vulnerability","Databreach"
"26555",1929,"XSS","O","I-Vulnerability","Databreach"
"26556",1929,"were","B-DiscoverVulnerability","O","DiscoverVulnerability"
"26557",1929,"detected","I-DiscoverVulnerability","O","DiscoverVulnerability"
"26558",1929,"SAP","O","B-System","DiscoverVulnerability"
"26559",1929,"Enterprise","O","I-System","DiscoverVulnerability"
"26560",1929,"Portal","O","I-System","DiscoverVulnerability"
"26561",1929,"components","O","I-System","DiscoverVulnerability"
"26562",1929,"SAP","O","B-Software","DiscoverVulnerability"
"26563",1929,"Enterprise","O","I-Software","DiscoverVulnerability"
"26564",1929,"Portal","O","I-Software","DiscoverVulnerability"
"26565",1929,"Navigation","O","I-Software","DiscoverVulnerability"
"26566",1929,"SAP","O","B-Software","DiscoverVulnerability"
"26567",1929,"Enterprise","O","I-Software","DiscoverVulnerability"
"26568",1929,"Portal","O","I-Software","DiscoverVulnerability"
"26569",1929,"Theme","O","I-Software","DiscoverVulnerability"
"26570",1929,"Editor","O","I-Software","DiscoverVulnerability"
"26571",1929,"three","O","B-Vulnerability","DiscoverVulnerability"
"26572",1929,"flaws","O","I-Vulnerability","DiscoverVulnerability"
"26573",2623,"Exploiting","O","B-Capabilities","DiscoverVulnerability"
"26574",2623,"these","O","I-Capabilities","DiscoverVulnerability"
"26575",2623,"vulnerabilities","O","I-Capabilities","DiscoverVulnerability"
"26576",2623,"an","O","B-Person","DiscoverVulnerability"
"26577",2623,"attacker","O","I-Person","DiscoverVulnerability"
"26578",2623,"obtain","B-Databreach","O","Databreach"
"26579",2623,"access","I-Databreach","O","Databreach"
"26580",2623,"victim","O","B-Person","Databreach"
"26581",2623,"session","O","B-Data","Databreach"
"26582",2623,"tokens","O","I-Data","Databreach"
"26583",2623,"login","O","B-PII","Databreach"
"26584",2623,"credentials","O","I-PII","Databreach"
"26585",2623,"sensitive","O","B-Data","Databreach"
"26586",2623,"information","O","I-Data","Databreach"
"26587",2623,"browser","O","B-System","Databreach"
"26588",2623,"intercept","B-Databreach","O","Databreach"
"26589",2623,"keystrokes","O","B-Data","Databreach"
"26590",7020,"breach","B-Databreach","O","Databreach"
"26591",7020,"confidential","O","B-PII","Databreach"
"26592",7020,"information","O","I-PII","Databreach"
"26593",3314,"distribution","O","B-Capabilities","Databreach"
"26594",3314,"email","O","I-Capabilities","Databreach"
"26595",3314,"messages","O","I-Capabilities","Databreach"
"26596",3314,"fool","B-Phishing","O","Phishing"
"26597",3314,"victims","O","B-Person","Phishing"
"26598",3314,"opening","O","B-Capabilities","Phishing"
"26599",3314,"the","O","I-Capabilities","Phishing"
"26600",3314,"malicious","O","I-Capabilities","Phishing"
"26601",3314,"attachments","O","I-Capabilities","Phishing"
"26602",5830,"messages","O","B-File","Phishing"
"26603",5830,"posed","B-Phishing","O","Phishing"
"26604",5830,"as","I-Phishing","O","Phishing"
"26605",5830,"a","O","B-File","Phishing"
"26606",5830,"rejected","O","I-File","Phishing"
"26607",5830,"financial","O","I-File","Phishing"
"26608",5830,"transaction","O","I-File","Phishing"
"26609",5830,"trick","B-Phishing","O","Phishing"
"26610",5830,"the","O","B-Person","Phishing"
"26611",5830,"users","O","I-Person","Phishing"
"26612",5830,"opening","O","B-Capabilities","Phishing"
"26613",5830,"them","O","I-Capabilities","Phishing"
"26614",7448,"January","O","B-Time","Phishing"
"26615",7448,"26th","O","I-Time","Phishing"
"26616",7448,"phishing","B-Phishing","O","Phishing"
"26617",7448,"campaign","I-Phishing","O","Phishing"
"26618",7448,"distribute","O","B-Purpose","Phishing"
"26619",7448,"the","O","I-Purpose","Phishing"
"26620",7448,"Locky","O","I-Purpose","Phishing"
"26621",7448,"ransomware","O","I-Purpose","Phishing"
"26622",7448,"leveraging","O","B-Capabilities","Phishing"
"26623",7448,"the","O","I-Capabilities","Phishing"
"26624",7448,"same","O","I-Capabilities","Phishing"
"26625",7448,"email","O","I-Capabilities","Phishing"
"26626",7448,"messages","O","I-Capabilities","Phishing"
"26627",7448,"and","O","I-Capabilities","Phishing"
"26628",7448,"metadata","O","I-Capabilities","Phishing"
"26629",719,"Will","O","B-Person","Phishing"
"26630",719,"Strafach","O","I-Person","Phishing"
"26631",719,",","O","I-Person","Phishing"
"26632",719,"Sudo","O","B-Organization","Phishing"
"26633",719,"Security","O","I-Organization","Phishing"
"26634",719,"Group","O","I-Organization","Phishing"
"26635",719,"said","B-DiscoverVulnerability","O","DiscoverVulnerability"
"26636",719,"he","O","B-Person","DiscoverVulnerability"
"26637",719,"found","B-DiscoverVulnerability","O","DiscoverVulnerability"
"26638",719,"iOS","O","B-Software","DiscoverVulnerability"
"26639",719,"apps","O","I-Software","DiscoverVulnerability"
"26640",719,"are","B-DiscoverVulnerability","O","DiscoverVulnerability"
"26641",719,"vulnerable","I-DiscoverVulnerability","O","DiscoverVulnerability"
"26642",719,"intercept","O","B-Capabilities","DiscoverVulnerability"
"26643",719,"protected","O","I-Capabilities","DiscoverVulnerability"
"26644",719,"data","O","I-Capabilities","DiscoverVulnerability"
"26645",3820,"Strafach","O","B-Person","DiscoverVulnerability"
"26646",3820,"discovered","B-DiscoverVulnerability","O","DiscoverVulnerability"
"26647",3820,"the","O","B-Vulnerability","DiscoverVulnerability"
"26648",3820,"vulnerability","O","I-Vulnerability","DiscoverVulnerability"
"26649",3820,"apps","O","B-Software","DiscoverVulnerability"
"26650",4968,"He","O","B-Person","DiscoverVulnerability"
"26651",4968,"confirmed","B-DiscoverVulnerability","O","DiscoverVulnerability"
"26652",4968,"apps","O","B-Software","DiscoverVulnerability"
"26653",4968,"the","O","B-Vulnerability","DiscoverVulnerability"
"26654",4968,"vulnerability","O","I-Vulnerability","DiscoverVulnerability"
"26655",5831,"Strafach","O","B-Person","DiscoverVulnerability"
"26656",5831,"declared","B-DiscoverVulnerability","O","DiscoverVulnerability"
"26657",5831,"apps","O","B-Software","DiscoverVulnerability"
"26658",5831,"they","O","B-Software","DiscoverVulnerability"
"26659",5831,"exposing","O","B-Capabilities","DiscoverVulnerability"
"26660",5831,"login","O","I-Capabilities","DiscoverVulnerability"
"26661",5831,"information","O","I-Capabilities","DiscoverVulnerability"
"26662",5831,"and","O","I-Capabilities","DiscoverVulnerability"
"26663",5831,"authentication","O","I-Capabilities","DiscoverVulnerability"
"26664",5831,"tokens","O","I-Capabilities","DiscoverVulnerability"
"26665",6562,"He","O","B-Person","DiscoverVulnerability"
"26666",6562,"disclosing","B-DiscoverVulnerability","O","DiscoverVulnerability"
"26667",6562,"them","O","B-Organization","DiscoverVulnerability"
"26668",6562,"to","B-PatchVulnerability","O","PatchVulnerability"
"26669",6562,"patch","I-PatchVulnerability","O","PatchVulnerability"
"26670",6562,"the","O","B-Vulnerability","PatchVulnerability"
"26671",6562,"problem","O","I-Vulnerability","PatchVulnerability"
"26672",7449,"the","O","B-Person","PatchVulnerability"
"26673",7449,"app","O","I-Person","PatchVulnerability"
"26674",7449,"developers","O","I-Person","PatchVulnerability"
"26675",7449,"to","B-PatchVulnerability","O","PatchVulnerability"
"26676",7449,"fix","I-PatchVulnerability","O","PatchVulnerability"
"26677",7449,"the","O","B-Vulnerability","PatchVulnerability"
"26678",7449,"problem","O","I-Vulnerability","PatchVulnerability"
"26679",2081,"a","O","B-File","PatchVulnerability"
"26680",2081,"phishing","O","I-File","PatchVulnerability"
"26681",2081,"email","O","I-File","PatchVulnerability"
"26682",2081,"message","O","I-File","PatchVulnerability"
"26683",2081,"looked","B-Phishing","O","Phishing"
"26684",2081,"like","I-Phishing","O","Phishing"
"26685",2081,"a","O","B-System","Phishing"
"26686",2081,"benign","O","I-System","Phishing"
"26687",2081,"PayPal","O","I-System","Phishing"
"26688",2081,"login","O","I-System","Phishing"
"26689",2081,"phishing","O","B-Website","Phishing"
"26690",2081,"webpage","O","I-Website","Phishing"
"26691",3313,"the","B-Phishing","O","Phishing"
"26692",3313,"phishing","I-Phishing","O","Phishing"
"26693",3313,"attack","I-Phishing","O","Phishing"
"26694",3819,"The","B-Phishing","O","Phishing"
"26695",3819,"phishing","I-Phishing","O","Phishing"
"26696",3819,"direct","O","B-Capabilities","Phishing"
"26697",3819,"users","O","I-Capabilities","Phishing"
"26698",3819,"to","O","I-Capabilities","Phishing"
"26699",3819,"the","O","I-Capabilities","Phishing"
"26700",3819,"fake","O","I-Capabilities","Phishing"
"26701",3819,"PayPal","O","I-Capabilities","Phishing"
"26702",3819,"login","O","I-Capabilities","Phishing"
"26703",4964,"The","B-Phishing","O","Phishing"
"26704",4964,"phishing","I-Phishing","O","Phishing"
"26705",4964,"attack","I-Phishing","O","Phishing"
"26706",4964,"starts","O","B-Capabilities","Phishing"
"26707",4964,"with","O","I-Capabilities","Phishing"
"26708",4964,"a","O","I-Capabilities","Phishing"
"26709",4964,"Ã¢Â<U+0080>Â<U+0098>","O","I-Capabilities","Phishing"
"26710",4964,"reassuring","O","I-Capabilities","Phishing"
"26711",4964,"welcome","O","I-Capabilities","Phishing"
"26712",6560,"PayPal","O","B-Organization","Phishing"
"26713",6560,"the","B-Phishing","O","Phishing"
"26714",6560,"phishing","I-Phishing","O","Phishing"
"26715",6560,"campaign","I-Phishing","O","Phishing"
"26716",2024,"Phishing","O","B-File","Phishing"
"26717",2024,"emails","O","I-File","Phishing"
"26718",2024,"were","B-Phishing","O","Phishing"
"26719",2024,"sent","I-Phishing","O","Phishing"
"26720",2024,"clients","O","B-Person","Phishing"
"26721",2024,"Tuesday","O","B-Time","Phishing"
"26722",2024,"(","O","I-Time","Phishing"
"26723",2024,"17","O","I-Time","Phishing"
"26724",2024,"purporting","B-Phishing","O","Phishing"
"26725",2024,"to","I-Phishing","O","Phishing"
"26726",2024,"be","I-Phishing","O","Phishing"
"26727",2024,"the","O","B-Organization","Phishing"
"26728",2024,"company","O","I-Organization","Phishing"
"26729",2024,"business","O","B-Person","Phishing"
"26730",2024,"development","O","I-Person","Phishing"
"26731",2024,"manager","O","I-Person","Phishing"
"26732",2024,"Jill","O","B-Person","Phishing"
"26733",2024,"Gill","O","I-Person","Phishing"
"26734",877,"Ransomware","O","B-Malware","Phishing"
"26735",877,"scrambles","O","B-Capabilities","Phishing"
"26736",877,"data","O","I-Capabilities","Phishing"
"26737",877,"demands","B-Ransom","O","Ransom"
"26738",877,"a","I-Ransom","O","Ransom"
"26739",877,"fee","I-Ransom","O","Ransom"
"26740",329,"Sensitive","O","B-Data","Ransom"
"26741",329,"information","O","I-Data","Ransom"
"26742",329,"the","O","B-Organization","Ransom"
"26743",329,"United","O","I-Organization","Ransom"
"26744",329,"States","O","I-Organization","Ransom"
"26745",329,"Air","O","I-Organization","Ransom"
"26746",329,"Force","O","I-Organization","Ransom"
"26747",329,"has","B-Databreach","O","Databreach"
"26748",329,"been","I-Databreach","O","Databreach"
"26749",329,"found","I-Databreach","O","Databreach"
"26750",329,"exposed","I-Databreach","O","Databreach"
"26751",329,"publicly","I-Databreach","O","Databreach"
"26752",1135,"The","B-DiscoverVulnerability","O","DiscoverVulnerability"
"26753",1135,"discovery","I-DiscoverVulnerability","O","DiscoverVulnerability"
"26754",1135,"security","O","B-Person","DiscoverVulnerability"
"26755",1135,"researchers","O","I-Person","DiscoverVulnerability"
"26756",1135,"MacKeeper","O","B-Organization","DiscoverVulnerability"
"26757",1135,"had","B-DiscoverVulnerability","O","DiscoverVulnerability"
"26758",1135,"found","I-DiscoverVulnerability","O","DiscoverVulnerability"
"26759",1135,"an","O","B-System","DiscoverVulnerability"
"26760",1135,"internet-connected","O","I-System","DiscoverVulnerability"
"26761",1135,"backup","O","I-System","DiscoverVulnerability"
"26762",1135,"drive","O","I-System","DiscoverVulnerability"
"26763",4187,"the","O","B-Data","DiscoverVulnerability"
"26764",4187,"details","O","I-Data","DiscoverVulnerability"
"26765",4187,"exposed","B-Databreach","O","Databreach"
"26766",4187,"blackmail","O","B-Purpose","Databreach"
"26767",4187,"attempts","O","I-Purpose","Databreach"
"26768",4187,"identity","O","B-Purpose","Databreach"
"26769",4187,"theft","O","I-Purpose","Databreach"
"26770",4694,"the","O","B-Data","Databreach"
"26771",4694,"information","O","I-Data","Databreach"
"26772",4694,"has","B-Databreach","O","Databreach"
"26773",4694,"been","I-Databreach","O","Databreach"
"26774",4694,"accessible","I-Databreach","O","Databreach"
"26775",4694,"the","O","B-Person","Databreach"
"26776",4694,"security","O","I-Person","Databreach"
"26777",4694,"researchers","O","I-Person","Databreach"
"26778",4694,"stumble","B-Databreach","O","Databreach"
"26779",4694,"across","I-Databreach","O","Databreach"
"26780",4694,"information","O","B-Data","Databreach"
"26781",6038,"your","O","B-Device","Databreach"
"26782",6038,"computer","O","I-Device","Databreach"
"26783",6038,"patched","B-PatchVulnerability","O","PatchVulnerability"
"26784",3273,"the","O","B-Person","PatchVulnerability"
"26785",3273,"attackers","O","I-Person","PatchVulnerability"
"26786",3273,"ask","B-Ransom","O","Ransom"
"26787",3273,"for","I-Ransom","O","Ransom"
"26788",3273,"payments","I-Ransom","O","Ransom"
"26789",7246,"CouchDB","O","B-Software","Ransom"
"26790",7246,"attacks","B-Ransom","O","Ransom"
"26791",7246,"are","O","B-Capabilities","Ransom"
"26792",7246,"accompanied","O","I-Capabilities","Ransom"
"26793",7246,"by","O","I-Capabilities","Ransom"
"26794",7246,"ransom","O","I-Capabilities","Ransom"
"26795",7246,"messages","O","I-Capabilities","Ransom"
"26796",7246,"attackers","O","B-Person","Ransom"
"26797",7246,"asking","B-Ransom","O","Ransom"
"26798",7246,"for","I-Ransom","O","Ransom"
"26799",7246,"0.1","O","B-Money","Ransom"
"26800",7246,"bitcoins","O","I-Money","Ransom"
"26801",7246,"$","O","B-Money","Ransom"
"26802",7431,"Victims","O","B-Person","Ransom"
"26803",7431,"paying","B-Ransom","O","Ransom"
"26804",7431,"MongoDB","O","B-System","Ransom"
"26805",7431,"attacks","B-Ransom","O","Ransom"
"26806",7431,"attackers","O","B-Person","Ransom"
"26807",7431,"copied","B-Databreach","O","Databreach"
"26808",7431,"data","O","B-Data","Databreach"
"26809",11,"in","O","B-PaymentMethod","Databreach"
"26810",11,"Bitcoin","O","I-PaymentMethod","Databreach"
"26811",11,"(","O","I-PaymentMethod","Databreach"
"26812",11,"the","O","B-Organization","Databreach"
"26813",11,"Canadian","O","I-Organization","Databreach"
"26814",11,"town","O","I-Organization","Databreach"
"26815",11,"of","O","I-Organization","Databreach"
"26816",11,"Midland","O","I-Organization","Databreach"
"26817",11,"paid","B-Ransom","O","Ransom"
"26818",11,"computer","O","B-System","Ransom"
"26819",11,"systems","O","I-System","Ransom"
"26820",869,"The","B-Ransom","O","Ransom"
"26821",869,"ransom","I-Ransom","O","Ransom"
"26822",869,"the","O","B-Organization","Ransom"
"26823",869,"Canadian","O","I-Organization","Ransom"
"26824",869,"town","O","I-Organization","Ransom"
"26825",869,"of","O","I-Organization","Ransom"
"26826",869,"Midland","O","I-Organization","Ransom"
"26827",869,"paid","B-Ransom","O","Ransom"
"26828",869,"cyber","O","B-Person","Ransom"
"26829",869,"criminals","O","I-Person","Ransom"
"26830",869,"its","O","B-System","Ransom"
"26831",869,"servers","O","I-System","Ransom"
"26832",869,"Bitcoin","O","B-PaymentMethod","Ransom"
"26833",869,"(","O","I-PaymentMethod","Ransom"
"26834",1528,"Midland","O","B-Organization","Ransom"
"26835",1528,"has","B-Ransom","O","Ransom"
"26836",1528,"paid","I-Ransom","O","Ransom"
"26837",1528,"in","O","B-PaymentMethod","Ransom"
"26838",1528,"cryptocurrency","O","I-PaymentMethod","Ransom"
"26839",2167,"September","O","B-Time","Ransom"
"26840",2167,"1","O","I-Time","Ransom"
"26841",2167,"the","O","B-Organization","Ransom"
"26842",2167,"town","O","I-Organization","Ransom"
"26843",2167,"the","O","B-GPE","Ransom"
"26844",2167,"Ontario","O","I-GPE","Ransom"
"26845",2167,"province","O","I-GPE","Ransom"
"26846",2167,"a","O","B-Capabilities","Ransom"
"26847",2167,"malware","O","I-Capabilities","Ransom"
"26848",2167,"attack","O","I-Capabilities","Ransom"
"26849",2167,"hackers","O","B-Person","Ransom"
"26850",2167,"encrypt","O","B-Capabilities","Ransom"
"26851",2167,"the","O","I-Capabilities","Ransom"
"26852",2167,"information","O","I-Capabilities","Ransom"
"26853",2167,"town","O","B-System","Ransom"
